"","feed_id","first_name","last_name","team_ff","disposals","dreamteam","supercoach","8","9","10","kicks","handballs","marks","tackles","hitouts","frees_for","frees_against","goals","behinds","gametime","icon_1","desc_1","icon_2","desc_2","25","26","27","28","position","jersey","31","32","33","34","35","36","37","38","39","contested_possessions","clearances","clangers","disposal_effeciency","time_on_ground","metres_gained","bench_flag"
"98",1011583,"Lachie","Jones","PA","2","29",44,"23","19","27","4","2","0","3","0","1","0","0","0"," Full Time","utility","Didn't touch the pill in Q1... %O and %T... Playing a variety of roles","","","395900","","265500","","","34","0","0","0","0.54","0.51","1.18","386000","","","5","3","0","83",54,"132","0"
"99",290527,"Trent","McKenzie","PA","7","24",37,"14","20","24","4","0","2","0","0","0","0","1","0"," Full Time","tog","Didn't play in the first half... %D and %M plus %s","job","Starting in defence","353700","","275400","","Back","12","0","0","0","0.16","0.08","0.03","575000","","","1","0","0","100",33,"217","0"
"100",1007591,"Brynn","Teakle","PA","0","7",8,"1","5","7","2","0","0","0","1","0","0","0","0"," Full Time","tog","Ruck rotation limiting game time... %P","ruck","Splitting time in the ruck","307700","","198500","","Ruck","27","0","0","0","1.75","1.37","1.59","380000","","","1","0","1","50",28,"51","0"
"101",994599,"Riley","Bonner","PA","0","3",8,"-3","3","6","2","0","0","0","0","0","1","0","0"," Full Time","tog","Didn't play in the first three quarters... %O","guard","Starting at half back","655300","","419500","","Back","26","0","0","0","0.23","0.07","0.17","639000","","","0","0","1","100",24,"86","0"
"102",993834,"Josh","Dunkley","BL","31","120",146,"153","97","133","13","18","6","7","0","4","2","0","1"," Full Time","hot","%O and %M plus %T... %s as well... umps paid him %4FF","shovel","Playing inside midfield","987400","","596400","","Midfielder","5","0","0","0","62.46","64.09","52.15","963000","","","20","8","3","71",79,"404","0"
"103",996059,"Harris","Andrews","BL","14","100",129,"130","77","99","17","6","7","3","0","4","0","0","0"," Full Time","hot","%O with %k by foot... also %M and %T... helped out by %4FF","job","In defence on the resting ruck","501000","","438400","","Back","31","0","0","0","0.47","0.44","0.55","489000","","","11","1","5","78",100,"303","0"
"104",1023517,"Will","Ashcroft","BL","15","97",96,"123","76","103","15","11","5","3","0","2","0","0","1"," Full Time","shovel","%P and %M plus %T... %s as well... Rotating in midfield","","","295400","","202800","","","8","0","0","0","62.03","67.06","60.71","298000","","","5","3","1","80",83,"315","1"
"105",1000978,"Hugh","McCluggage","BL","20","95",134,"119","76","106","11","15","5","4","0","0","0","0","1"," Full Time","shovel","%O and %M plus %T... %s as well... Playing in midfield","","","931600","","570800","","Midfielder","6","0","0","0","1.32","1.01","0.76","909000","","","17","10","1","73",74,"319","0"
"106",293535,"Lachie","Neale","BL","21","95",121,"113","83","115","12","19","4","1","0","1","1","1","1"," Full Time","shovel","%O and %M plus %s... Playing inside midfield","","","971300","","676200","","Midfielder","9","0","0","0","10.25","16.75","5.95","947000","","","13","6","4","77",85,"304","0"
"107",1002312,"Zac","Bailey","BL","21","82",106,"105","65","87","9","7","4","5","0","0","1","2","0"," Full Time","pocket","%P and %M plus %T... %s as well... Playing a forward role","","","637600","","421100","","Midfielder","33","0","0","0","1.86","1.74","2.27","622000","","","6","1","1","81",81,"186","0"
"108",294518,"Joe","Daniher","BL","19","78",73,"98","71","88","13","4","7","0","3","3","3","2","1"," Full Time","spearhead","%s from %P and %M... aided by %4FF... conceded %F... Starting forward on Ratugolea","","","513200","","338800","","Forward","3","0","0","0","0.50","0.47","0.39","500000","","","5","0","5","58",85,"461","0"
"109",291351,"Jack","Gunston","BL","15","70",68,"93","58","75","12","1","7","2","0","0","2","1","3"," Full Time","spearhead","%s from %P and %M plus %T... Starting at half forward","","","548100","","393700","","Forward","19","0","0","0","0.82","0.72","0.68","535000","","","2","0","2","53",73,"316","1"
"110",1006059,"Keidean","Coleman","BL","14","68",79,"88","51","69","11","4","3","3","0","0","0","1","0"," Full Time","wing","%s from %D and %M with %T... Rotating at half forward","","","705700","","479000","","Forward","18","0","0","0","1.98","1.12","2.20","688000","","","2","0","1","66",69,"407","1"
"111",271072,"Daniel","Rich","BL","10","67",57,"91","53","78","16","4","4","2","0","0","3","0","0"," Full Time","guard","%P with %k by foot... also %M and %T... conceded %F... Starting at half back","","","766400","","531200","","Back","10","0","0","0","1.48","1.01","1.13","747000","","","4","1","5","65",81,"475","0"
"112",1002401,"Brandon","Starcevich","BL","5","64",86,"87","48","63","12","1","5","3","0","2","1","0","0"," Full Time","guard","%D including %K... also %M and %T... Playing a half back role","","","587500","","381500","","Midfielder","37","0","0","0","0.70","0.36","0.35","573000","","","5","0","1","92",89,"273","0"
"113",298211,"Darcy","Fort","BL","11","64",48,"77","53","63","9","2","2","1","9","2","0","2","0"," Full Time","tog","Spent the first half on the bench... %H... also %P and %M... and scored %s","spearhead","Playing a forward/ruck role","515800","","379900","","Ruck","32","0","0","0","4.00","0.77","0.34","503000","","","5","3","0","63",39,"159","0"
"114",1009386,"Jaxon","Prior","BL","4","56",60,"73","41","57","9","5","2","3","0","1","0","0","0"," Full Time","wing","%D and %M with %T... Playing a half forward role","","","499300","","312200","","Back","20","0","0","0","0.27","0.19","0.10","487000","","","4","1","1","64",66,"307","0"
"115",990609,"Charlie","Cameron","BL","4","53",61,"68","41","55","8","5","3","2","0","1","0","0","1"," Full Time","pocket","%s from %P and %M plus %T... Starting forward on Bews","","","628400","","427400","","Forward","23","0","0","0","0.82","0.74","0.85","613000","","","7","0","2","76",89,"57","0"
"116",293581,"Lincoln","McCarthy","BL","9","50",56,"60","41","50","9","2","1","0","0","2","0","2","2"," Full Time","wing","%s from %O... Starting on a HFF","","","581400","","374100","","Forward","11","0","0","0","0.23","0.26","0.19","567000","","","3","0","1","54",62,"250","1"
"117",1002347,"Jack","Payne","BL","4","49",84,"65","38","48","9","1","5","1","0","1","0","0","0"," Full Time","injured","Left hamstring iced up at 3QT... %P including %K... also %M","job","In defence on Rohan","510400","","364600","","Midfielder","40","0","0","0","0.31","0.16","0.07","483000","","","5","0","1","80",73,"262","0"
"118",1005521,"Oscar","McInerney","BL","13","49",67,"55","46","55","3","5","1","1","25","1","1","0","0"," Full Time","ruck","%H with %D... First ruck","","","711700","","487000","","Ruck","46","0","0","0","0.85","0.84","0.75","694000","","","7","1","3","50",78,"60","0"
"119",1021108,"James","Tunstill","BL","4","47",54,"59","38","52","5","7","3","2","0","0","0","0","1"," Full Time","wing","%D and %M with %T... %s as well... Playing a half forward role","","","302600","","187900","","Midfielder","29","0","0","0","0.43","0.49","0.69","292000","","","6","1","4","58",71,"204","0"
"120",1009385,"Deven","Robertson","BL","13","46",57,"56","41","60","5","10","1","2","0","0","2","1","0"," Full Time","shovel","%P and %T plus %s... Rotating in midfield","","","415800","","259900","","Midfielder","2","0","0","0","0.39","0.37","0.26","449000","","","5","0","4","73",87,"134","0"
"121",997846,"Conor","McKenna","BL","4","46",53,"62","36","54","10","4","2","2","0","0","2","0","0"," Full Time","guard","%O including %K... also %M and %T... Rotating at half back","","","235300","","167500","","Back","26","0","0","0","29.66","42.58","8.38","373000","","","2","0","5","78",87,"311","0"
"122",1017067,"Darcy","Wilmot","BL","3","43",52,"58","31","42","8","1","3","2","0","0","0","0","0"," Full Time","wing","%P with %k by foot... also %M and %T... Coming off a wing","","","191800","","123900","","Back","44","0","0","0","47.24","41.47","41.99","200000","","","4","2","1","44",76,"190","0"
"123",993953,"Eric","Hipwood","BL","9","39",50,"49","33","40","4","2","4","1","1","0","0","1","0"," Full Time","injured","Corked right hip in a clash with Ratugolea in Q3 and did not return... Scored %s from %G and %D","spearhead","Up forward on De Koning","469500","","313000","","Forward","30","0","0","0","0.35","0.35","0.35","458000","","","0","0","0","100",40,"98","1"
"124",1002235,"Cam","Rayner","BL","3","38",57,"49","34","49","8","5","3","0","0","0","2","0","1"," Full Time","guard","%P and %M plus %s... Rotating in defence","","","584700","","390700","","","16","0","0","0","0.74","0.93","0.96","570000","","","5","0","3","92",77,"317","0"
"125",1003520,"Darragh","Joyce","BL","0","13",6,"18","9","12","2","0","1","1","0","0","0","0","0"," Full Time","tog","Spent the first three quarters on the bench... %P","job","Playing key defender","197000","","179200","","Back","39","0","0","0","0.50","0.22","0.14","241000","","","0","0","1","50",25,"54","0"
"126",298336,"Nakia","Cockatoo","BL","1","12",7,"16","10","12","2","0","2","0","0","0","0","0","0"," Full Time","tog","Spent the first three quarters on the bench... %P and %M","guard","Rotating at half back","423700","","303000","","Forward","12","0","0","0","0.23","0.12","0.06","418000","","","0","0","0","100",20,"10","0"
"127",1007099,"Harry","Sharp","BL","0","10",5,"12","9","12","1","2","1","0","0","0","0","0","0"," Full Time","tog","Spent the first three quarters on the bench... %O","wing","Running through midfield","191800","","123900","","Midfielder","22","0","0","0","2.87","2.02","1.70","225000","","","0","0","1","66",13,"30","0"
"128",997230,"Tyson","Stengle","GE","21","90",81,"61","75","96","13","7","6","2","0","2","1","2","0"," Full Time","pocket","%s from %O and %M plus %T... Playing a FP role","","","640400","","427900","","Forward","18","0","0","0","0.62","0.85","1.20","624000","","","6","0","3","60",83,"354","0"
"129",1004938,"Gryan","Miers","GE","14","89",97,"58","71","96","14","9","7","2","0","0","0","0","0"," Full Time","pocket","%O and %M plus %T... Playing deep forward","","","549900","","351200","","Forward","32","0","0","0","0.00","0.11","0.16","537000","","","7","1","1","73",80,"387","0"
"130",290550,"Cameron","Guthrie","GE","15","86",101,"54","67","94","15","7","5","4","0","1","2","0","1"," Full Time","shovel","%P and %M plus %T... %s as well... Doing jobs in midfield","","","870300","","546300","","Midfielder","29","0","0","0","1.09","0.58","0.59","849000","","","6","1","3","54",67,"374","1"
"131",1012805,"Tanner","Bruhn","GE","18","74",112,"55","53","79","11","8","0","7","0","2","2","0","1"," Full Time","shovel","%D and %T plus %s... Playing midfield","","","482800","","311400","","Midfielder","4","0","0","0","1.05","1.03","1.71","471000","","","11","5","2","84",77,"426","0"
"132",291800,"Tom","Stewart","GE","9","73",91,"45","58","81","13","6","5","3","0","1","2","0","0"," Full Time","job","%D and %M with %T... Playing in defence","","","857100","","604000","","Back","44","0","0","0","23.37","39.91","15.29","836000","","","6","0","3","73",75,"538","0"
"133",1004870,"Zach","Guthrie","GE","9","71",70,"49","56","76","11","6","5","3","0","1","1","0","1"," Full Time","guard","%D and %M with %T... %s as well... Mostly starting in defence","","","599100","","371900","","Back","39","0","0","0","0.27","0.38","0.55","584000","","","8","1","3","76",83,"362","0"
"134",298419,"Brandan","Parfitt","GE","13","62",71,"42","46","66","10","6","2","4","0","1","1","0","0"," Full Time","shovel","%O and %M plus %T... In the midfield","","","698400","","408100","","Midfielder","3","0","0","0","0.16","0.22","0.12","681000","","","7","1","2","75",62,"249","0"
"135",1015889,"Max","Holmes","GE","12","58",69,"47","41","60","7","8","0","5","0","1","0","0","0"," Full Time","wing","%O and %T... Starting in midfield","","","579300","","360600","","Midfielder","9","0","0","0","1.36","2.17","1.71","565000","","","7","3","2","60",71,"281","1"
"136",1007102,"Mark","O'Connor","GE","5","56",60,"47","46","60","6","7","5","2","0","1","0","0","0"," Full Time","guard","%O and %M plus %T... Rotating in defence","","","514100","","323100","","Back","42","0","0","0","0.31","0.13","0.10","501000","","","5","1","1","76",82,"230","0"
"137",1025034,"Oliver","Dempsey","GE","10","54",49,"47","45","61","5","8","2","3","0","1","1","1","1"," Full Time","wing","%s from %O and %M plus %T... Starting forward","","","214200","","148400","","Forward","28","0","0","0","0.23","0.20","0.97","200000","","","5","1","2","69",70,"47","0"
"138",270917,"Patrick","Dangerfield","GE","7","54",61,"39","46","66","6","14","1","1","0","1","0","0","0"," Full Time","shovel","%P... Rotating midfield and forward","","","690500","","457300","","Midfielder","35","0","0","0","2.02","2.65","2.20","674000","","","11","7","5","70",59,"268","1"
"139",291357,"Gary","Rohan","GE","9","52",78,"32","42","53","8","4","2","1","1","2","0","1","1"," Full Time","spearhead","%s from %P and %M... Starting at half forward on Payne","","","432700","","305900","","Forward","23","0","0","0","0.12","0.16","0.23","490000","","","6","1","1","58",82,"359","0"
"140",280317,"Rhys","Stanley","GE","11","51",47,"38","47","60","6","4","3","1","12","0","2","1","0"," Full Time","ruck","%H... also %P and %M... and booted %s... First ruck","","","622100","","438500","","Ruck","1","0","0","0","0.23","0.27","0.31","607000","","","3","1","3","40",69,"142","0"
"141",292511,"Zach","Tuohy","GE","7","49",44,"18","38","54","11","5","2","0","0","0","0","0","0"," Full Time","wing","%M and %D... Playing a HFF role","","","752200","","498100","","Back","2","0","0","0","0.47","0.73","0.95","734000","","","4","1","3","56",79,"382","0"
"142",994386,"Tom","Atkins","GE","3","46",85,"38","37","51","5","8","1","3","0","3","1","0","0"," Full Time","shovel","%O and %T... umps paid him %4FF... Starting in midfield","","","714700","","461200","","Midfielder","30","0","0","0","1.48","1.28","1.18","697000","","","12","5","1","92",73,"124","0"
"143",1004940,"Sam","Simpson","GE","4","45",43,"44","36","51","3","9","2","3","0","0","0","0","0"," Full Time","wing","%P with %b by hand... also %T and %M... Playing a half forward role","","","240600","","166100","","Forward","37","0","0","0","1.09","0.85","0.51","329000","","","6","2","3","75",77,"37","0"
"144",999326,"Brad","Close","GE","3","43",49,"41","34","49","3","9","1","3","0","0","0","0","1"," Full Time","wing","%P including %B... also %T... and scored %s... Rotating in attack","","","637900","","420400","","","45","0","0","0","0.08","0.24","0.28","622000","","","4","1","2","58",86,"188","0"
"145",1012860,"Oliver","Henry","GE","4","40",24,"22","34","48","8","3","4","1","0","0","2","0","0"," Full Time","wing","%O with %k by foot... also %M... Rotating forward","","","451100","","270200","","Forward","36","0","0","0","0.12","0.43","0.27","440000","","","4","0","5","36",90,"240","0"
"146",1009229,"Sam","De Koning","GE","9","35",38,"13","31","42","8","2","2","0","0","1","2","1","0"," Full Time","switch","%O with %k by foot... also %M... and kicked %s... In defence on Hipwood... switched forward in Q3","","","430800","","362600","","Back","16","0","0","0","1.01","2.78","3.78","421000","","","3","0","2","60",90,"210","0"
"147",1002220,"Esava","Ratugolea","GE","3","34",49,"18","29","42","7","3","3","1","0","0","2","0","0"," Full Time","concussed","Copped a Hopwood elbow above the eye in Q3 which drew claret... %D and %M","job","In defence on Daniher","243300","","174000","","Ruck","17","0","0","0","9.94","10.80","3.03","332000","","","4","0","3","90",89,"233","0"
"148",291327,"Jonathon","Ceglar","GE","8","32",61,"22","32","41","4","2","0","1","20","1","3","0","0"," Full Time","ruck","%H... also %P... conceded %F... First ruck","","","501100","","374400","","Ruck","15","0","0","0","0.23","0.22","0.14","514000","","","5","2","3","66",66,"86","0"
"149",1021090,"Cooper","Whyte","GE","1","28",38,"5","20","27","8","0","1","0","0","1","0","0","0"," Full Time","tog","Spent the first half on the bench... %P with %b by hand","wing","Starting forward with centre rotations","191800","","123900","","Forward","11","0","0","0","0.19","0.25","0.51","200000","","","4","0","1","75",47,"358","0"
"150",293883,"Jed","Bews","GE","2","26",44,"24","21","33","3","4","1","3","0","0","2","0","0"," Full Time","harley","%P and %T... Minding Cameron","","","409900","","272000","","Back","24","0","0","0","0.16","0.60","0.31","400000","","","2","2","2","100",89,"94","0"
"151",296291,"Jake","Kolodjashnij","GE","0","13",25,"8","11","15","2","2","1","0","0","0","0","0","0"," Full Time","injured","Headclash with McCarthy in Q3 left him dazed... did not return... %O","guard","Playing tween defender","431200","","312200","","Back","8","0","0","0","0.27","0.30","0.20","421000","","","3","0","0","50",54,"27","1"
"152",295340,"Mason","Wood","SK","37","137",128,"175","114","142","19","9","15","2","0","2","0","1","1"," Full Time","hot","%s from %O and %M plus %T","wing","Playing a wing role","657400","","393800","","Forward","32","0","0","0","0.04","0.12","0.11","641000","","","8","0","2","75",81,"563","0"
"153",992468,"Rowan","Marshall","SK","31","119",155,"150","101","129","16","8","7","4","18","3","3","1","0"," Full Time","hot","%H... also %D and %M with %T... %s as well... aided by %4FF... gave away %F","ruck","First ruck","828700","","506500","","Ruck","19","0","0","0","38.08","40.96","34.21","808000","","","19","8","6","62",87,"430","0"
"154",294307,"Brad","Crouch","SK","31","109",106,"138","85","129","12","22","1","8","0","0","2","0","0"," Full Time","hot","%P and %T","shovel","Playing inside midfield","966200","","571000","","Midfielder","5","0","0","0","0.58","0.20","0.39","942000","","","15","7","7","67",80,"307","0"
"155",1015507,"Nasiah","Wanganeen-Milera","SK","19","107",91,"144","77","105","20","3","7","5","0","0","0","0","0"," Full Time","hot","%P including %K... also %M and %T","guard","Loping from half back","569100","","303200","","Midfielder","7","0","0","0","0.23","0.38","0.34","555000","","","3","0","4","69",77,"572","0"
"156",296422,"Callum","Wilkie","SK","19","88",83,"115","73","94","15","5","10","1","0","1","1","0","1"," Full Time","job","%P including %K... also %M... and booted %s... In defence on Weideman","","","620200","","454000","","Back","44","0","0","0","0.08","0.15","0.12","605000","","","3","0","3","80",95,"382","0"
"157",1023272,"Mitch","Owens","SK","20","80",121,"98","67","85","9","7","3","3","1","2","1","3","0"," Full Time","wing","%s from %P and %M plus %T... Playing a half forward role","","","431900","","249900","","Forward","10","0","0","0","0.35","0.36","0.28","426000","","","9","1","2","75",84,"259","0"
"158",992374,"Dan","Butler","SK","26","80",80,"105","56","76","6","7","1","9","0","2","0","1","1"," Full Time","wing","%s from %P and %T... Starting forward","","","477300","","299000","","Forward","16","0","0","0","0.16","0.29","0.12","466000","","","5","1","3","69",85,"72","0"
"159",1008312,"Liam","Stocker","SK","13","79",76,"103","63","84","12","7","6","3","0","2","1","0","0"," Full Time","guard","%O and %M plus %T... Rotating in defence","","","333600","","216400","","Midfielder","14","0","0","0","1.16","1.99","0.16","441000","","","5","0","1","84",82,"476","0"
"160",296205,"Jack","Steele","SK","24","76",84,"102","52","78","8","9","0","9","0","1","1","0","0"," Full Time","shovel","%D and %T... Playing inside midfield","","","1002600","","604400","","Midfielder","9","0","0","0","16.73","20.03","13.34","978000","","","9","4","1","64",81,"238","0"
"161",994389,"Jack","Sinclair","SK","8","72",59,"93","54","75","16","5","3","1","0","1","0","0","0"," Full Time","guard","%O including %K... also %M... Starting in defence","","","934200","","626200","","Forward","35","0","0","0","10.99","9.34","13.96","911000","","","3","0","4","66",90,"353","0"
"162",1002922,"Jack","Bytel","SK","19","70",75,"91","54","78","4","12","3","7","0","0","1","0","0"," Full Time","tagger","%O including %B... also %T and %M... Tagging Parish","","","267700","","158600","","Midfielder","23","0","0","0","1.48","2.24","0.52","305000","","","9","3","2","62",60,"154","1"
"163",998134,"Josh","Battle","SK","12","68",82,"88","57","75","11","6","7","1","0","1","1","0","0"," Full Time","job","%D and %M... In defence on Jones","","","645800","","394800","","Forward","26","0","0","0","0.12","0.31","0.12","630000","","","6","0","2","82",84,"264","1"
"164",1004985,"Ben","Paton","SK","10","65",60,"88","48","67","9","4","4","5","0","0","1","0","1"," Full Time","guard","%P and %M plus %T... %s as well... Rotating in defence","","","543300","","345800","","Back","33","0","0","0","0.04","0.08","0.04","530000","","","7","1","3","53",58,"292","1"
"165",1011994,"Ryan","Byrnes","SK","8","65",60,"83","50","67","11","6","3","2","0","2","0","0","1"," Full Time","shovel","%P and %M plus %T... %s as well... Rotating in midfield","","","453400","","262600","","Midfielder","13","0","0","0","0.23","0.13","0.07","491000","","","7","2","3","64",82,"320","0"
"166",1002264,"Hunter","Clark","SK","7","62",78,"78","51","78","13","11","1","1","0","0","2","0","0"," Full Time","guard","%D... Starting in defence","","","493600","","315200","","Back","11","0","0","0","2.48","3.49","0.88","604000","","","15","4","4","50",78,"323","0"
"167",298421,"Jade","Gresham","SK","8","62",73,"77","49","69","7","11","2","3","0","1","0","0","0"," Full Time","wing","%O and %M plus %T... Starting at half forward","","","760500","","481800","","Forward","4","0","0","0","0.82","0.64","0.73","742000","","","9","3","3","55",83,"185","0"
"168",1002227,"Jack","Higgins","SK","16","60",93,"71","57","72","7","7","4","0","0","1","2","3","0"," Full Time","pocket","%s from %P and %M... Starting forward","","","539100","","341700","","Forward","22","0","0","0","0.08","0.17","0.15","526000","","","6","0","3","92",78,"203","1"
"169",290757,"Jimmy","Webster","SK","4","57",42,"74","45","60","10","4","5","1","0","0","0","0","0"," Full Time","guard","%D with %k by foot... also %M... Rotating in defence","","","522000","","333600","","Back","29","0","0","0","0.12","0.22","0.07","509000","","","2","0","2","71",78,"267","0"
"170",1020137,"Mattaes","Phillipou","SK","12","47",53,"56","38","51","9","6","0","0","0","2","0","1","0"," Full Time","pocket","%P and %s... Rotating forward","","","247400","","166800","","","25","0","0","0","45.42","33.47","46.06","282000","","","5","0","5","46",80,"301","0"
"171",1023784,"Anthony","Caminiti","SK","5","46",40,"62","40","54","6","5","4","3","0","3","3","0","0"," Full Time","spearhead","%D and %M with %T... aided by %4FF... gave away %F... Playing key forward on Zerk-Thatcher","","","","","","","Ruck","47","0","0","0","0.00","0.00","0.00","","","","8","0","5","36",83,"217","0"
"172",993480,"Dougal","Howard","SK","8","41",52,"54","40","54","7","5","6","0","0","1","3","0","0"," Full Time","job","%D and %M... gave away %F... In defence on Wright","","","441600","","370500","","Ruck","20","0","0","0","0.16","0.11","0.15","430000","","","5","0","5","75",92,"105","0"
"173",991939,"Zaine","Cordy","SK","7","26",46,"39","22","35","4","2","1","4","2","1","4","0","0"," Full Time","spearhead","%D and %T... gave away %F... In attack on Laverde","","","308700","","231700","","Forward","21","0","0","0","0.47","0.47","0.48","301000","","","5","1","4","83",100,"119","0"
"174",1023270,"Marcus","Windhager","SK","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0"," Full Time","injured","Knock to right wrist in Q1 and iced up","shovel","In midfield","459800","","266200","","Midfielder","17","0","0","0","2.83","5.44","2.68","448000","","","0","0","0","0",2,"0","0"
"175",998102,"Andrew","McGrath","ES","25","110",105,"69","87","114","19","6","10","3","0","2","1","0","0"," Full Time","hot","%P including %K... also %M and %T","guard","Playing half back","736800","","478700","","Back","1","0","0","0","3.30","2.41","3.24","719000","","","5","1","3","80",80,"589","0"
"176",1001026,"Jordan","Ridley","ES","26","107",128,"69","91","123","18","9","12","2","0","0","3","0","0"," Full Time","hot","%D and %M with %T... gave away %F","guard","In defence","685400","","504300","","Back","14","0","0","0","1.24","1.70","0.75","669000","","","8","3","4","88",87,"401","0"
"177",992016,"Zach","Merrett","ES","21","98",112,"72","72","99","14","9","4","6","0","2","0","0","0"," Full Time","shovel","%D and %M with %T... Playing inside midfield","","","972800","","617500","","Midfielder","7","0","0","0","8.23","3.36","7.25","949000","","","9","7","0","78",86,"465","0"
"178",998215,"Will","Setterfield","ES","25","91",119,"73","70","102","11","14","3","6","0","0","1","0","0"," Full Time","shovel","%O and %M plus %T... Starting in midfield","","","625600","","348200","","Midfielder","12","0","0","0","0.62","0.67","0.65","610000","","","14","3","4","60",87,"319","0"
"179",297473,"Jake","Kelly","ES","14","84",78,"52","70","93","14","8","8","1","0","1","1","0","0"," Full Time","guard","%M and %D... In defence","","","533400","","332200","","Back","29","0","0","0","0.19","0.15","0.12","521000","","","7","0","5","81",89,"299","0"
"180",1004034,"Brandon","Zerk-Thatcher","ES","14","82",65,"59","68","87","12","6","9","2","0","2","1","0","0"," Full Time","job","%P and %M plus %T... In defence on Caminiti","","","494000","","384500","","Back","30","0","0","0","0.04","0.08","0.15","482000","","","4","0","7","66",95,"424","0"
"181",1015873,"Archie","Perkins","ES","13","80",53,"49","62","80","14","3","7","2","0","1","0","0","2"," Full Time","wing","%s from %P and %M plus %T... Rotating midfield and forward","","","540100","","314400","","Forward","16","0","0","0","0.19","0.44","0.44","527000","","","4","1","3","52",79,"406","0"
"182",1005144,"Massimo","D'Ambrosio","ES","14","79",80,"57","65","84","12","5","8","3","0","3","2","0","0"," Full Time","guard","%P including %K... also %M and %T... aided by %4FF... Starting at half back","","","449400","","277500","","Back","42","0","0","0","0.47","0.96","0.66","443000","","","8","2","6","70",81,"271","0"
"183",1005577,"Sam","Draper","ES","16","75",80,"60","65","80","8","3","3","3","29","1","2","0","0"," Full Time","spearhead","%H... also %P and %T... Playing a forward/ruck role","","","537700","","398700","","Ruck","2","0","0","0","5.16","8.42","5.59","524000","","","8","4","3","72",80,"264","0"
"184",1012013,"Nicholas","Martin","ES","9","75",83,"52","61","84","10","12","3","2","0","1","0","0","3"," Full Time","wing","%P and %M plus %T... %s as well... Playing half forward","","","724100","","436000","","","37","0","0","0","2.25","2.26","0.00","","","","10","3","5","59",87,"312","0"
"185",997078,"Mason","Redman","ES","13","68",73,"48","56","75","10","7","6","2","0","1","1","0","0"," Full Time","guard","%D and %M with %T... Mostly across half back","","","772500","","510900","","Forward","27","0","0","0","1.05","2.72","1.69","754000","","","3","0","2","88",77,"340","0"
"186",298289,"Peter","Wright","ES","11","62",64,"45","55","60","7","1","4","0","14","3","0","1","4"," Full Time","spearhead","%s from %D and %M... aided by %4FF... Up forward on Howard","","","625600","","430900","","Forward","20","0","0","0","0.35","0.53","0.48","610000","","","6","1","0","37",87,"165","0"
"187",1017933,"Alwyn","Davey jnr","ES","10","58",67,"45","45","60","7","6","2","3","0","1","0","1","0"," Full Time","pocket","First goal... %s from %P and %M plus %T... Rotating forward","","","","","","","Forward","33","0","0","0","0.00","0.00","0.00","","","","6","1","3","46",79,"185","0"
"188",1015810,"Sam","Durham","ES","10","54",71,"33","44","60","10","2","3","3","0","2","3","1","0"," Full Time","wing","%O including %K... also %M and %T... and scored %s... not helped by %F... Playing an outside game","","","515600","","354000","","Midfielder","22","0","0","0","0.16","0.26","0.34","503000","","","7","1","5","66",81,"163","0"
"189",298280,"Jayden","Laverde","ES","5","54",65,"33","44","60","10","3","5","2","0","1","2","0","0"," Full Time","tog","Spent Q4 on the bench... %D including %K... also %M and %T","job","In defence on Cordy","552500","","375100","","Forward","15","0","0","0","0.16","0.12","0.16","539000","","","5","0","4","69",68,"150","1"
"190",1013201,"Jye","Menzie","ES","14","53",62,"46","36","52","7","2","2","6","0","0","1","0","1"," Full Time","wing","%s from %O and %M plus %T... Starting forward","","","266900","","154200","","Forward","47","0","0","0","0.85","1.64","0.58","283000","","","3","0","1","55",83,"240","0"
"191",291783,"Dylan","Shiel","ES","6","50",67,"35","44","63","6","13","1","1","0","2","1","0","0"," Full Time","shovel","%O... Playing inside midfield","","","765900","","509100","","Midfielder","9","0","0","0","0.19","0.34","0.54","747000","","","9","4","2","73",85,"188","0"
"192",993806,"Sam","Weideman","ES","5","50",35,"36","43","53","7","3","5","1","5","2","1","0","0"," Full Time","spearhead","%D and %M... Up forward on Wilkie","","","409400","","300100","","Forward","10","0","0","0","0.31","0.28","0.30","399000","","","2","0","1","60",80,"122","0"
"193",993817,"Darcy","Parish","ES","8","39",54,"38","28","42","3","7","0","4","0","0","0","0","0"," Full Time","tagged","Tagged by Bytel... %O and %T","shovel","Playing in central midfield","910100","","610800","","Midfielder","3","0","0","0","3.03","2.61","2.83","888000","","","7","3","0","60",69,"70","0"
"194",294092,"Anthony","McDonald-Tipungwuti","ES","4","32",27,"30","28","40","4","2","4","3","0","0","3","0","1"," Full Time","pocket","%D and %M with %T... %s as well... gave away %F... Playing a FP role","","","294700","","209600","","Back","43","0","0","0","1.59","2.77","2.06","335000","","","2","0","3","66",74,"64","1"
"195",1006103,"Jye","Caldwell","ES","2","25",35,"21","22","33","3","5","1","2","0","1","2","0","0"," Full Time","sore","Limped off with left knee injury in Q3... %D and %T","shovel","Rotating in midfield","669500","","442900","","Midfielder","6","0","0","0","0.43","0.39","0.39","653000","","","4","3","2","87",49,"172","1"
"196",1011755,"Harrison","Jones","ES","2","25",18,"16","23","31","4","3","3","0","0","0","1","0","1"," Full Time","spearhead","%s from %D and %M... Starting forward on Battle","","","380400","","268700","","Forward","23","0","0","0","0.12","0.17","0.41","371000","","","4","0","4","57",72,"121","0"
