"feed_id","first_name","last_name","team","pos","pos1","pos2","games","total","average","price","full_name","player_name","number","career_games","dob","age","priced_avg","def","mid","ruc","fwd","scr","pos_scr","scr_pos","weight","scr_wgt","supercoach","adj_sc","injured"
993993,"Shai","Bolton","RIC","FWD MID","FWD","MID",20,1685,84.25,458600,"Shai Bolton","S.Bolton",29,69,1998-12-08,24,83.8,FALSE,FALSE,FALSE,TRUE,-0.701,0.173,"FWD",0.261,-0.472886,58,62,""
1005247,"Sam","Taylor","GWS","DEF","DEF",,17,1486,87.41,475800,"Sam Taylor","S.Taylor",15,55,1999-05-05,23,86.9,TRUE,FALSE,FALSE,FALSE,-0.44,-0.613,"DEF",0.261,-0.485153,60,54,""
297401,"Matt","Crouch","ADE","MID","MID",,0,0,0,482000,"Matt Crouch","M.Crouch",5,125,1995-04-21,27,88.1,FALSE,TRUE,FALSE,FALSE,-0.339,-0.727,"MID",0.391,-0.490708,83,91,""
990827,"Jack","Graham","RIC","MID FWD","MID","FWD",22,1849,84.05,457500,"Jack Graham","J.Graham",34,79,1998-02-25,24,83.6,FALSE,FALSE,FALSE,TRUE,-0.718,0.145,"FWD",0.261,-0.492757,,,
294557,"Lachie","Hunter","WBD","MID","MID",,21,1851,88.14,479800,"Lachie Hunter","L.Hunter",7,164,1994-12-13,28,87.7,FALSE,TRUE,FALSE,FALSE,-0.373,-0.759,"MID",0.391,-0.523926,49,46,""
993902,"Matt","Flynn","GWS","RUC","RUC",,12,1044,87,473600,"Matt Flynn","M.Flynn",30,12,1997-09-13,25,86.5,FALSE,FALSE,TRUE,FALSE,-0.474,-1.081,"RUC",0.087,-0.526809,84,96,""
261396,"Robbie","Gray","PTA","FWD","FWD",,16,1339,83.69,455500,"Robbie Gray","R.Gray",9,256,1988-03-30,34,83.2,FALSE,FALSE,FALSE,TRUE,-0.752,0.089,"FWD",0.261,-0.532499,8,35,"Injured"
298539,"Isaac","Heeney","SYD","FWD","FWD",,20,1670,83.5,454500,"Isaac Heeney","I.Heeney",5,128,1996-05-05,26,83,FALSE,FALSE,FALSE,TRUE,-0.769,0.061,"FWD",0.261,-0.55237,113,122,""
998128,"Alex","Witherden","WCE","DEF","DEF",,9,780,86.67,471700,"Alex Witherden","A.Witherden",23,68,1998-09-10,24,86.2,TRUE,FALSE,FALSE,FALSE,-0.499,-0.707,"DEF",0.261,-0.553288,81,69,""
994389,"Jack","Sinclair","STK","DEF","DEF",,21,1812,86.29,469700,"Jack Sinclair","J.Sinclair",35,119,1995-02-12,27,85.8,TRUE,FALSE,FALSE,FALSE,-0.533,-0.76,"DEF",0.261,-0.592247,78,68,""
297899,"James","Harmes","MEL","MID","MID",,15,1306,87.07,473900,"James Harmes","J.Harmes",4,123,1995-10-05,27,86.6,FALSE,TRUE,FALSE,FALSE,-0.465,-0.845,"MID",0.391,-0.61358,77,88,""
994295,"Dan","Houston","PTA","DEF","DEF",,21,1805,85.95,467900,"Dan Houston","D.Houston",5,103,1997-05-12,25,85.5,TRUE,FALSE,FALSE,FALSE,-0.558,-0.8,"DEF",0.261,-0.621162,110,100,""
1006130,"Bailey","Smith","WBD","MID","MID",,22,1911,86.86,472800,"Bailey Smith","B.Smith",6,69,2000-12-07,22,86.4,FALSE,TRUE,FALSE,FALSE,-0.482,-0.86,"MID",0.391,-0.629798,96,91,""
1000972,"Willem","Drew","PTA","MID","MID",,22,1910,86.82,472600,"Willem Drew","W.Drew",28,35,1998-10-01,24,86.3,FALSE,TRUE,FALSE,FALSE,-0.491,-0.868,"MID",0.391,-0.638407,99,112,""
298630,"Kyle","Langford","ESS","MID","MID",,17,1475,86.76,472300,"Kyle Langford","K.Langford",4,100,1996-12-01,26,86.3,FALSE,TRUE,FALSE,FALSE,-0.491,-0.868,"MID",0.391,-0.638407,82,78,""
292128,"Elliot","Yeo","WCE","MID","MID",,12,1038,86.5,470800,"Elliot Yeo","E.Yeo",6,179,1993-10-01,29,86,FALSE,TRUE,FALSE,FALSE,-0.516,-0.892,"MID",0.391,-0.663016,,,
298289,"Peter","Wright","ESS","RUC FWD","RUC","FWD",20,1645,82.25,447700,"Peter Wright","P.Wright",20,87,1996-09-08,26,81.8,FALSE,FALSE,TRUE,TRUE,-0.87,-0.107,"FWD",0.261,-0.670857,98,89,""
1000932,"Tom","Doedee","ADE","DEF","DEF",,21,1793,85.38,464700,"Tom Doedee","T.Doedee",39,51,1997-03-01,25,84.9,TRUE,FALSE,FALSE,FALSE,-0.609,-0.88,"DEF",0.261,-0.679731,32,57,""
270146,"Ed","Curnow","CAR","MID","MID",,22,1895,86.14,468900,"Ed Curnow","E.Curnow",35,204,1989-11-07,33,85.7,FALSE,TRUE,FALSE,FALSE,-0.541,-0.915,"MID",0.391,-0.687234,38,87,""
298290,"Marc","Pittonet","CAR","RUC","RUC",,13,1105,85,462700,"Marc Pittonet","M.Pittonet",27,33,1996-06-03,26,84.5,FALSE,FALSE,TRUE,FALSE,-0.642,-1.254,"RUC",0.087,-0.695244,86,79,""
294685,"Zac","Williams","CAR","DEF","DEF",,14,1186,84.71,461100,"Zac Williams","Z.Williams",6,128,1994-09-20,28,84.2,TRUE,FALSE,FALSE,FALSE,-0.668,-0.973,"DEF",0.261,-0.747605,45,43,""
1006121,"Zak","Butters","PTA","FWD","FWD",,10,815,81.5,443600,"Zak Butters","Z.Butters",18,51,2000-09-08,22,81,FALSE,FALSE,FALSE,TRUE,-0.937,-0.219,"FWD",0.261,-0.749602,114,105,""
295898,"Tim","Kelly","WCE","MID","MID",,19,1622,85.37,464700,"Tim Kelly","T.Kelly",11,85,1994-07-26,28,84.9,FALSE,TRUE,FALSE,FALSE,-0.609,-0.978,"MID",0.391,-0.753279,119,122,""
998102,"Andrew","McGrath","ESS","MID","MID",,14,1195,85.36,464600,"Andrew McGrath","A.McGrath",1,95,1998-06-02,24,84.9,FALSE,TRUE,FALSE,FALSE,-0.609,-0.978,"MID",0.391,-0.753279,102,101,""
294674,"Nick","Vlastuin","RIC","DEF","DEF",,12,1015,84.58,460400,"Nick Vlastuin","N.Vlastuin",1,175,1994-04-19,28,84.1,TRUE,FALSE,FALSE,FALSE,-0.676,-0.987,"DEF",0.261,-0.757171,,,
291748,"Brodie","Smith","ADE","DEF","DEF",,21,1773,84.43,459600,"Brodie Smith","B.Smith",33,204,1992-01-14,30,84,TRUE,FALSE,FALSE,FALSE,-0.684,-1,"DEF",0.261,-0.766476,88,83,"Injured"
290627,"Dion","Prestia","RIC","MID","MID",,9,767,85.22,463900,"Dion Prestia","D.Prestia",3,175,1992-10-12,30,84.7,FALSE,TRUE,FALSE,FALSE,-0.625,-0.993,"MID",0.391,-0.768888,81,90,"Injured"
998390,"Changkuoth","Jiath","HAW","DEF","DEF",,16,1350,84.38,459300,"Changkuoth Jiath","C.Jiath",29,23,1999-06-13,23,83.9,TRUE,FALSE,FALSE,FALSE,-0.693,-1.013,"DEF",0.261,-0.77652,,,
293845,"Jeremy","Cameron","GEE","FWD","FWD",,12,974,81.17,441800,"Jeremy Cameron","J.Cameron",5,188,1993-04-01,29,80.7,FALSE,FALSE,FALSE,TRUE,-0.962,-0.261,"FWD",0.261,-0.779039,94,80,""
1002267,"Luke","Davies-Uniacke","NTH","MID","MID",,20,1698,84.9,462100,"Luke Davies-Uniacke","L.Davies-Uniacke",9,50,1999-06-08,23,84.4,FALSE,TRUE,FALSE,FALSE,-0.651,-1.017,"MID",0.391,-0.794106,110,102,""
250267,"Paddy","Ryder","STK","RUC","RUC",,12,1005,83.75,455900,"Paddy Ryder","P.Ryder",18,269,1988-03-14,34,83.3,FALSE,FALSE,TRUE,FALSE,-0.743,-1.358,"RUC",0.087,-0.796505,,,
990606,"Will","Snelling","ESS","FWD","FWD",,19,1535,80.79,439700,"Will Snelling","W.Snelling",11,44,1997-08-06,25,80.3,FALSE,FALSE,FALSE,TRUE,-0.996,-0.317,"FWD",0.261,-0.818781,62,58,""
290527,"Trent","McKenzie","PTA","DEF","DEF",,12,1007,83.92,456800,"Trent McKenzie","T.McKenzie",12,142,1992-04-03,30,83.4,TRUE,FALSE,FALSE,FALSE,-0.735,-1.08,"DEF",0.261,-0.825045,,,
296733,"Mark","Blicavs","GEE","DEF","DEF",,21,1761,83.86,456400,"Mark Blicavs","M.Blicavs",46,204,1991-03-28,31,83.4,TRUE,FALSE,FALSE,FALSE,-0.735,-1.08,"DEF",0.261,-0.825045,47,55,""
998114,"Jack","Scrimshaw","HAW","DEF","DEF",,20,1676,83.8,456100,"Jack Scrimshaw","J.Scrimshaw",14,47,1998-09-04,24,83.3,TRUE,FALSE,FALSE,FALSE,-0.743,-1.093,"DEF",0.261,-0.83435,79,73,""
1009199,"Noah","Anderson","GCS","MID","MID",,20,1672,83.6,455000,"Noah Anderson","N.Anderson",15,37,2001-02-17,21,83.1,FALSE,TRUE,FALSE,FALSE,-0.76,-1.119,"MID",0.391,-0.900369,101,111,""
990704,"Patrick","Cripps","CAR","MID","MID",,20,1671,83.55,454800,"Patrick Cripps","P.Cripps",9,138,1995-03-18,27,83.1,FALSE,TRUE,FALSE,FALSE,-0.76,-1.119,"MID",0.391,-0.900369,157,148,""
291902,"Jack","Viney","MEL","MID","MID",,12,1000,83.33,453600,"Jack Viney","J.Viney",7,151,1994-04-13,28,82.9,FALSE,TRUE,FALSE,FALSE,-0.777,-1.134,"MID",0.391,-0.916587,68,74,""
998260,"Jack","Bowes","GCS","DEF","DEF",,19,1574,82.84,450900,"Jack Bowes","J.Bowes",3,78,1998-01-26,24,82.4,TRUE,FALSE,FALSE,FALSE,-0.819,-1.214,"DEF",0.261,-0.922095,,,
298264,"Ed","Langdon","MEL","MID","MID",,21,1745,83.1,452300,"Ed Langdon","E.Langdon",15,110,1996-02-01,26,82.6,FALSE,TRUE,FALSE,FALSE,-0.802,-1.158,"MID",0.391,-0.941196,42,34,""
295461,"Adam","Saad","CAR","DEF","DEF",,22,1818,82.64,449800,"Adam Saad","A.Saad",42,133,1994-07-23,28,82.2,TRUE,FALSE,FALSE,FALSE,-0.836,-1.24,"DEF",0.261,-0.941444,105,98,""
290188,"Sam","Reid","SYD","FWD","FWD",,10,795,79.5,432700,"Sam Reid","S.Reid",20,161,1991-12-27,31,79,FALSE,FALSE,FALSE,TRUE,-1.105,-0.498,"FWD",0.261,-0.946573,35,35,""
1000223,"Liam","Baker","RIC","DEF","DEF",,22,1816,82.55,449300,"Liam Baker","L.Baker",7,66,1998-01-27,24,82.1,TRUE,FALSE,FALSE,FALSE,-0.844,-1.254,"DEF",0.261,-0.95101,149,143,""
296351,"Jack","Billings","STK","MID","MID",,18,1492,82.89,451200,"Jack Billings","J.Billings",15,144,1995-08-18,27,82.4,FALSE,TRUE,FALSE,FALSE,-0.819,-1.173,"MID",0.391,-0.957414,24,45,"Injured"
1009420,"Caleb","Serong","FRE","MID","MID",,22,1823,82.86,451000,"Caleb Serong","C.Serong",3,36,2001-02-09,21,82.4,FALSE,TRUE,FALSE,FALSE,-0.819,-1.173,"MID",0.391,-0.957414,100,110,"Injured"
297566,"James","Sicily","HAW","DEF","DEF",,0,0,0,448100,"James Sicily","J.Sicily",6,93,1995-01-06,27,81.9,TRUE,FALSE,FALSE,FALSE,-0.861,-1.28,"DEF",0.261,-0.970359,87,85,""
294596,"Tim","Membrey","STK","FWD","FWD",,21,1662,79.14,430800,"Tim Membrey","T.Membrey",28,131,1994-05-26,28,78.7,FALSE,FALSE,FALSE,TRUE,-1.131,-0.54,"FWD",0.261,-0.976749,91,87,""
294518,"Joe","Daniher","BRL","FWD","FWD",,22,1740,79.09,430500,"Joe Daniher","J.Daniher",3,132,1994-03-04,28,78.6,FALSE,FALSE,FALSE,TRUE,-1.139,-0.554,"FWD",0.261,-0.986315,67,58,""
260227,"Shaun","Higgins","GEE","FWD","FWD",,15,1185,79,430000,"Shaun Higgins","S.Higgins",4,255,1988-03-04,34,78.6,FALSE,FALSE,FALSE,TRUE,-1.139,-0.554,"FWD",0.261,-0.986315,74,73,""
1000937,"Jack","Henry","GEE","DEF","DEF",,21,1726,82.19,447400,"Jack Henry","J.Henry",38,93,1998-08-29,24,81.7,TRUE,FALSE,FALSE,FALSE,-0.878,-1.307,"DEF",0.261,-0.989969,,,
1007881,"Wil","Powell","GCS","DEF","DEF",,22,1805,82.05,446600,"Wil Powell","W.Powell",27,57,1999-08-26,23,81.6,TRUE,FALSE,FALSE,FALSE,-0.886,-1.32,"DEF",0.261,-0.999274,97,91,""
296296,"Dom","Sheed","WCE","MID","MID",,22,1810,82.27,447800,"Dom Sheed","D.Sheed",4,143,1995-04-10,27,81.8,FALSE,TRUE,FALSE,FALSE,-0.87,-1.22,"MID",0.391,-1.00685,,,
293801,"Jamie","Elliott","COL","FWD","FWD",,13,1023,78.69,428300,"Jamie Elliott","J.Elliott",5,136,1992-08-21,30,78.2,FALSE,FALSE,FALSE,TRUE,-1.173,-0.61,"FWD",0.261,-1.026057,60,60,""
298419,"Brandan","Parfitt","GEE","MID","MID",,21,1717,81.76,445000,"Brandan Parfitt","B.Parfitt",3,98,1998-04-27,24,81.3,FALSE,TRUE,FALSE,FALSE,-0.912,-1.259,"MID",0.391,-1.047677,31,53,""
1002240,"Jaidyn","Stephenson","NTH","FWD","FWD",,19,1479,77.84,423700,"Jaidyn Stephenson","J.Stephenson",2,73,1999-01-15,23,77.4,FALSE,FALSE,FALSE,TRUE,-1.24,-0.722,"FWD",0.261,-1.104802,9,9,""
1001398,"Matthew","Kennedy","CAR","MID","MID",,12,972,81,440900,"Matthew Kennedy","M.Kennedy",7,60,1997-04-06,25,80.5,FALSE,TRUE,FALSE,FALSE,-0.979,-1.322,"MID",0.391,-1.113113,141,141,""
280078,"Luke","Shuey","WCE","MID","MID",,7,629,89.86,440200,"Luke Shuey","L.Shuey",13,223,1990-06-02,32,80.4,FALSE,TRUE,FALSE,FALSE,-0.988,-1.33,"MID",0.391,-1.121722,,,
293581,"Lincoln","McCarthy","BRL","FWD","FWD",,22,1705,77.5,421800,"Lincoln McCarthy","L.McCarthy",11,96,1993-10-22,29,77.1,FALSE,FALSE,FALSE,TRUE,-1.265,-0.764,"FWD",0.261,-1.134239,42,39,""
1004095,"Jack","Lukosius","GCS","DEF MID","DEF","MID",22,1772,80.55,438400,"Jack Lukosius","J.Lukosius",13,60,2000-08-09,22,80.1,TRUE,FALSE,FALSE,FALSE,-1.013,-1.52,"DEF",0.261,-1.145327,72,112,""
1000953,"Harry","McKay","CAR","FWD","FWD",,19,1470,77.37,421100,"Harry McKay","H.McKay",10,67,1997-12-24,25,76.9,FALSE,FALSE,FALSE,TRUE,-1.282,-0.792,"FWD",0.261,-1.15411,39,61,""
990291,"Darcy","Cameron","COL","FWD","FWD",,18,1391,77.28,420600,"Darcy Cameron","D.Cameron",14,29,1995-07-18,27,76.8,FALSE,FALSE,FALSE,TRUE,-1.291,-0.806,"FWD",0.261,-1.164415,,,
993480,"Dougal","Howard","STK","DEF","DEF",,21,1685,80.24,436700,"Dougal Howard","D.Howard",20,85,1996-03-25,26,79.8,TRUE,FALSE,FALSE,FALSE,-1.038,-1.56,"DEF",0.261,-1.174242,92,79,""
1006314,"Dylan","Moore","HAW","FWD","FWD",,20,1531,76.55,416700,"Dylan Moore","D.Moore",36,30,1999-08-04,23,76.1,FALSE,FALSE,FALSE,TRUE,-1.35,-0.904,"FWD",0.261,-1.233594,66,61,""
1013128,"Errol","Gulden","SYD","FWD","FWD",,17,1298,76.35,415600,"Errol Gulden","E.Gulden",21,18,2002-07-18,20,75.9,FALSE,FALSE,FALSE,TRUE,-1.366,-0.932,"FWD",0.261,-1.252726,91,91,""
290032,"Kane","Lambert","RIC","FWD","FWD",,13,992,76.31,415400,"Kane Lambert","K.Lambert",23,130,1991-11-26,31,75.9,FALSE,FALSE,FALSE,TRUE,-1.366,-0.932,"FWD",0.261,-1.252726,,,
990290,"Tom","Barrass","WCE","DEF","DEF",,16,1269,79.31,431700,"Tom Barrass","T.Barrass",37,101,1995-10-08,27,78.9,TRUE,FALSE,FALSE,FALSE,-1.114,-1.68,"DEF",0.261,-1.261726,69,61,""
997142,"Peter","Ladhams","SYD","RUC FWD","RUC","FWD",15,1144,76.27,415100,"Peter Ladhams","P.Ladhams",38,35,1998-01-14,24,75.8,FALSE,FALSE,TRUE,TRUE,-1.375,-0.946,"FWD",0.261,-1.263031,,,
1009528,"Tom","Green","GWS","MID","MID",,17,1343,79,430000,"Tom Green","T.Green",12,24,2001-01-23,21,78.6,FALSE,TRUE,FALSE,FALSE,-1.139,-1.471,"MID",0.391,-1.268812,84,81,""
270938,"Tom","Lynch","NTH","FWD","FWD",,12,911,75.92,413200,"Tom Lynch","T.Lynch",27,164,1990-09-15,32,75.5,FALSE,FALSE,FALSE,TRUE,-1.4,-0.988,"FWD",0.261,-1.292468,,,
293846,"Sebastian","Ross","STK","MID","MID",,20,1575,78.75,428600,"Sebastian Ross","S.Ross",6,160,1993-05-07,29,78.3,FALSE,TRUE,FALSE,FALSE,-1.164,-1.494,"MID",0.391,-1.29303,75,73,""
297504,"Daniel","McStay","BRL","FWD","FWD",,18,1363,75.72,412200,"Daniel McStay","D.McStay",25,140,1995-06-24,27,75.3,FALSE,FALSE,FALSE,TRUE,-1.417,-1.015,"FWD",0.261,-1.312078,76,71,""
291313,"Jeremy","Howe","COL","DEF","DEF",,8,628,78.5,427300,"Jeremy Howe","J.Howe",38,195,1990-06-29,32,78.1,TRUE,FALSE,FALSE,FALSE,-1.181,-1.787,"DEF",0.261,-1.339166,,,
296324,"Jesse","Hogan","GWS","FWD","FWD",,8,603,75.38,410300,"Jesse Hogan","J.Hogan",23,99,1995-02-12,27,75,FALSE,FALSE,FALSE,TRUE,-1.442,-1.057,"FWD",0.261,-1.341515,,,
290838,"Jack","Darling","WCE","FWD","FWD",,22,1656,75.27,409700,"Jack Darling","J.Darling",27,238,1992-06-13,30,74.8,FALSE,FALSE,FALSE,TRUE,-1.459,-1.085,"FWD",0.261,-1.361386,,,
1002227,"Jack","Higgins","STK","FWD","FWD",,19,1427,75.11,408800,"Jack Higgins","J.Higgins",22,62,1999-03-19,23,74.7,FALSE,FALSE,FALSE,TRUE,-1.467,-1.099,"FWD",0.261,-1.370952,52,52,""
290307,"Dane","Rampe","SYD","DEF","DEF",,19,1483,78.05,424900,"Dane Rampe","D.Rampe",24,188,1990-06-02,32,77.6,TRUE,FALSE,FALSE,FALSE,-1.223,-1.854,"DEF",0.261,-1.387691,48,41,""
280737,"Liam","Shiels","HAW","MID","MID",,21,1629,77.57,422200,"Liam Shiels","L.Shiels",26,241,1991-04-29,31,77.1,FALSE,TRUE,FALSE,FALSE,-1.265,-1.588,"MID",0.391,-1.391293,33,58,"Injured"
992462,"Daniel","Howe","HAW","MID","MID",,19,1468,77.26,420600,"Daniel Howe","D.Howe",17,86,1995-12-04,27,76.8,FALSE,TRUE,FALSE,FALSE,-1.291,-1.611,"MID",0.391,-1.41612,,,
294068,"Andrew","Phillips","ESS","RUC","RUC",,6,504,84,411500,"Andrew Phillips","A.Phillips",34,52,1991-07-03,31,75.2,FALSE,FALSE,TRUE,FALSE,-1.425,-2.061,"RUC",0.087,-1.480332,,,
998103,"Oliver","Florent","SYD","MID","MID",,22,1682,76.45,416200,"Oliver Florent","O.Florent",13,93,1998-07-22,24,76,FALSE,TRUE,FALSE,FALSE,-1.358,-1.674,"MID",0.391,-1.481556,109,108,""
992351,"Bailey","Williams","WBD","DEF","DEF",,19,1464,77.05,419400,"Bailey Williams","B.Williams",34,82,1997-10-10,25,76.6,TRUE,FALSE,FALSE,FALSE,-1.307,-1.987,"DEF",0.261,-1.48448,79,77,""
291861,"Jed","Anderson","NTH","MID FWD","MID","FWD",7,574,82,401700,"Jed Anderson","J.Anderson",3,84,1994-02-02,28,73.4,FALSE,FALSE,FALSE,TRUE,-1.577,-1.281,"FWD",0.261,-1.499744,,,
1009256,"Hayden","Young","FRE","DEF","DEF",,8,615,76.88,418400,"Hayden Young","H.Young",26,13,2001-04-11,21,76.4,TRUE,FALSE,FALSE,FALSE,-1.324,-2.014,"DEF",0.261,-1.50409,77,83,""
270896,"Trent","Cotchin","RIC","MID","MID",,17,1294,76.12,414300,"Trent Cotchin","T.Cotchin",9,270,1990-04-07,32,75.7,FALSE,TRUE,FALSE,FALSE,-1.383,-1.697,"MID",0.391,-1.505774,108,126,""
294168,"Marcus","Adams","BRL","DEF","DEF",,15,1150,76.67,417300,"Marcus Adams","M.Adams",24,55,1993-06-30,29,76.2,TRUE,FALSE,FALSE,FALSE,-1.341,-2.04,"DEF",0.261,-1.523439,90,70,""
298524,"Lachie","Weller","GCS","MID FWD","MID","FWD",13,956,73.54,400300,"Lachie Weller","L.Weller",14,116,1996-02-23,26,73.1,FALSE,FALSE,FALSE,TRUE,-1.602,-1.323,"FWD",0.261,-1.529181,73,70,""
1001299,"Connor","Rozee","PTA","FWD","FWD",,19,1397,73.53,400200,"Connor Rozee","C.Rozee",20,62,2000-01-22,22,73.1,FALSE,FALSE,FALSE,TRUE,-1.602,-1.323,"FWD",0.261,-1.529181,135,133,""
290826,"Jamie","Cripps","WCE","FWD","FWD",,22,1613,73.32,399100,"Jamie Cripps","J.Cripps",15,201,1992-04-23,30,72.9,FALSE,FALSE,FALSE,TRUE,-1.619,-1.351,"FWD",0.261,-1.549052,,,
994386,"Tom","Atkins","GEE","DEF","DEF",,19,1451,76.37,415700,"Tom Atkins","T.Atkins",30,60,1995-09-18,27,75.9,TRUE,FALSE,FALSE,FALSE,-1.366,-2.08,"DEF",0.261,-1.552354,107,98,""
295265,"Nick","Haynes","GWS","DEF","DEF",,19,1444,76,413700,"Nick Haynes","N.Haynes",19,167,1992-05-18,30,75.6,TRUE,FALSE,FALSE,FALSE,-1.392,-2.12,"DEF",0.261,-1.582008,,,
295203,"Nathan","Broad","RIC","DEF","DEF",,14,1064,76,413700,"Nathan Broad","N.Broad",35,84,1993-04-15,29,75.6,TRUE,FALSE,FALSE,FALSE,-1.392,-2.12,"DEF",0.261,-1.582008,70,61,""
296420,"Alex","Neal-Bullen","MEL","FWD","FWD",,22,1604,72.91,396900,"Alex Neal-Bullen","A.Neal-Bullen",30,106,1996-01-09,26,72.5,FALSE,FALSE,FALSE,TRUE,-1.653,-1.407,"FWD",0.261,-1.588794,65,65,""
1009253,"Lachie","Ash","GWS","DEF MID","DEF","MID",19,1443,75.95,413400,"Lachie Ash","L.Ash",7,33,2001-06-21,21,75.5,TRUE,FALSE,FALSE,FALSE,-1.4,-2.134,"DEF",0.261,-1.591574,45,50,""
990740,"Rory","Lobb","FRE","FWD","FWD",,13,946,72.77,396100,"Rory Lobb","R.Lobb",37,118,1993-02-09,29,72.4,FALSE,FALSE,FALSE,TRUE,-1.661,-1.421,"FWD",0.261,-1.59836,18,36,"Injured"
298358,"Oleg","Markov","GCS","DEF","DEF",,17,1288,75.76,412400,"Oleg Markov","O.Markov",17,40,1996-05-08,26,75.3,TRUE,FALSE,FALSE,FALSE,-1.417,-2.16,"DEF",0.261,-1.610923,,,
1006126,"James","Rowbottom","SYD","MID","MID",,15,1119,74.6,406100,"James Rowbottom","J.Rowbottom",8,44,2000-09-19,22,74.2,FALSE,TRUE,FALSE,FALSE,-1.51,-1.815,"MID",0.391,-1.629255,109,108,""
298268,"Liam","Duggan","WCE","DEF MID","DEF","MID",14,1058,75.57,411300,"Liam Duggan","L.Duggan",14,116,1996-12-11,26,75.1,TRUE,FALSE,FALSE,FALSE,-1.434,-2.187,"DEF",0.261,-1.630533,,,
1011936,"Justin","McInerney","SYD","DEF MID","DEF","MID",20,1510,75.5,411000,"Justin McInerney","J.McInerney",27,31,2000-08-18,22,75.1,TRUE,FALSE,FALSE,FALSE,-1.434,-2.187,"DEF",0.261,-1.630533,127,119,""
1000864,"Lachlan","Bramble","HAW","DEF","DEF",,10,755,75.5,411000,"Lachlan Bramble","L.Bramble",16,10,1998-04-19,24,75.1,TRUE,FALSE,FALSE,FALSE,-1.434,-2.187,"DEF",0.261,-1.630533,,,
997078,"Mason","Redman","ESS","DEF","DEF",,21,1585,75.48,410800,"Mason Redman","M.Redman",27,62,1997-08-26,25,75,TRUE,FALSE,FALSE,FALSE,-1.442,-2.2,"DEF",0.261,-1.639838,70,70,""
991930,"Darcy","Byrne-Jones","PTA","DEF","DEF",,22,1659,75.41,410500,"Darcy Byrne-Jones","D.Byrne-Jones",33,132,1995-09-20,27,75,TRUE,FALSE,FALSE,FALSE,-1.442,-2.2,"DEF",0.261,-1.639838,95,87,""
290085,"Taylor","Duryea","WBD","DEF","DEF",,21,1583,75.38,410300,"Taylor Duryea","T.Duryea",15,162,1991-04-24,31,75,TRUE,FALSE,FALSE,FALSE,-1.442,-2.2,"DEF",0.261,-1.639838,,,
992128,"Ryan","Burton","PTA","DEF","DEF",,22,1650,75,408200,"Ryan Burton","R.Burton",3,98,1997-01-31,25,74.6,TRUE,FALSE,FALSE,FALSE,-1.476,-2.254,"DEF",0.261,-1.679058,120,118,""
260930,"Shane","Edwards","RIC","MID","MID",,16,1183,73.94,402500,"Shane Edwards","S.Edwards",10,283,1988-10-25,34,73.5,FALSE,TRUE,FALSE,FALSE,-1.569,-1.869,"MID",0.391,-1.6863,62,62,""
993107,"Harry","Himmelberg","GWS","FWD","FWD",,22,1578,71.73,390400,"Harry Himmelberg","H.Himmelberg",27,107,1996-05-08,26,71.3,FALSE,FALSE,FALSE,TRUE,-1.754,-1.575,"FWD",0.261,-1.707281,68,60,""
1008089,"Isaac","Quaynor","COL","DEF","DEF",,20,1494,74.7,406600,"Isaac Quaynor","I.Quaynor",3,34,2000-01-15,22,74.3,TRUE,FALSE,FALSE,FALSE,-1.501,-2.294,"DEF",0.261,-1.707973,,,
292145,"Tom","Jonas","PTA","DEF","DEF",,22,1643,74.68,406500,"Tom Jonas","T.Jonas",1,185,1991-01-09,31,74.3,TRUE,FALSE,FALSE,FALSE,-1.501,-2.294,"DEF",0.261,-1.707973,39,34,""
290311,"Mitch","Robinson","BRL","MID","MID",,20,1473,73.65,400900,"Mitch Robinson","M.Robinson",5,235,1989-06-07,33,73.2,FALSE,TRUE,FALSE,FALSE,-1.594,-1.893,"MID",0.391,-1.710909,56,58,""
1009399,"Luke","Jackson","MEL","RUC FWD","RUC","FWD",21,1504,71.62,389800,"Luke Jackson","L.Jackson",6,31,2001-09-29,21,71.2,FALSE,FALSE,TRUE,TRUE,-1.762,-1.589,"FWD",0.261,-1.716847,53,60,""
1005577,"Sam","Draper","ESS","RUC","RUC",,12,874,72.83,396400,"Sam Draper","S.Draper",2,21,1998-09-28,24,72.4,FALSE,FALSE,TRUE,FALSE,-1.661,-2.303,"RUC",0.087,-1.716854,74,73,""
1002222,"James","Worpel","HAW","MID","MID",,20,1469,73.45,399800,"James Worpel","J.Worpel",5,68,1999-01-24,23,73,FALSE,TRUE,FALSE,FALSE,-1.611,-1.909,"MID",0.391,-1.727518,82,76,""
280744,"Luke","Breust","HAW","FWD","FWD",,19,1353,71.21,387600,"Luke Breust","L.Breust",22,238,1990-11-11,32,70.8,FALSE,FALSE,FALSE,TRUE,-1.796,-1.645,"FWD",0.261,-1.756589,67,71,""
1002404,"Aaron","Naughton","WBD","FWD","FWD",,21,1490,70.95,386200,"Aaron Naughton","A.Naughton",33,80,1999-11-30,23,70.6,FALSE,FALSE,FALSE,TRUE,-1.813,-1.672,"FWD",0.261,-1.776199,73,67,""
997823,"Josh","Rotham","WCE","DEF","DEF",,19,1405,73.95,402500,"Josh Rotham","J.Rotham",35,33,1998-02-25,24,73.5,TRUE,FALSE,FALSE,FALSE,-1.569,-2.4,"DEF",0.261,-1.785891,50,43,""
